Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
17 Again,2009,"35, 14, 18, 10749","On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",en,https://image.tmdb.org/t/p/w500/wqE9b0bdZsubI82zdX1ykLfPajh.jpg,6.3,Burr Steers,"New Line Cinema, Offspring Entertainment",
The Velveteen Rabbit,2009,"16, 18, 10751, 14",A lonely boy wins over his distant father and strict grandmother with help from a brave velveteen rabbit whose one wish is to become a real rabbit someday.,en,https://image.tmdb.org/t/p/w500/zhZUYlLE9HWaMNk8YVxE7U0QPCh.jpg,6.6,Michael Landon Jr.,"Believe Pictures, Family1 Films, CINAR, Feature Films for Families, New Movie",
Minty the Assassin,2009,"28, 12, 35, 27","MINTY is a youthful, raven haired, punk rock, feminist, female super heroine, that gets her super powers from eating chocolate (which is a good source of antioxidants). One day Minty's agent, BIG BOSS, an older and honorable gentlemen, is taken hostage by DOCTOR BRAIN BENDER, the evil neuro-scientist. Minty then fights her way up various perverse floors of Doctor Brain Bender's paranormal building to rescue Big Boss. Several unusual villains stand in her way: CAPTAIN CAPABILITY, a freak of nature; SENSATIONAL NINJA, an effeminate assassin; RAT MONSTER, a depressed mutant; BRUCE ZEE, a psycho martial artist; MOLLY LEVIATHAN, a sensual super vixen; ZEN COWBOY, a blindfolded gunslinger; and DOUBLE DELICIOUS, an intellectual lesbian vampire. Throughout this wild odyssey, Minty educates her adversaries on the fascinating world of natural science and then uses her beauty, her brains, and pure brutality to demonstrate the biological theory of the survival of the fittest",en,https://image.tmdb.org/t/p/w500/1TQmr84GNGcXilKX1xvs6aDc9PL.jpg,2.5,Eugene Baldovino,Ground Down Productions,
Holy Money,2009,53,"Anthony's family runs a small Italian restaurant in London. When his childhood friend, Dario, dies in a suspicious accident, Anthony inherits a vineyard in Sant'Angelo, the village his parents came from in Italy. Surprised by the large sum of money offered to him by a curious Italian ""Master of Wine"" for the land he just inherited, and considering the mysterious circumstances surrounding Dario's death, Anthony decides to drive down to Sant'Angelo. Anthony soon feels he's in the middle of something he doesn't understand and wants to leave, but... He gets tangled up in ""Love's"" web and suddenly finds himself the target of a crazy manhunt.",en,https://image.tmdb.org/t/p/w500/A6dejM8r2oBxKOXXeKhVUYUNe9T.jpg,0,Maxime Alexandre,Moviestream,
Bandslam,2009,"35, 18, 10751, 10402, 10749","A  new kid in town assembles a fledgling rock band — together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands.",en,https://image.tmdb.org/t/p/w500/z654TmQygFasbyi52vwHv8fWxoi.jpg,5.8,Todd Graff,"Summit Entertainment, Walden Media, Goldsmith-Thomas Productions",
Old Dogs,2009,"35, 10751","Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",en,https://image.tmdb.org/t/p/w500/u056hk3at4ukf9DWASVjogXyZfn.jpg,5.6,Walt Becker,"Walt Disney Pictures, Tapestry Films",
Staten Island,2009,"18, 28, 53, 80","Sully is desperate to give his unborn son the chance he never had. Jasper wants to escape the mobsters that have infiltrated his life and business. Parmie, a local mob boss, dreams of crushing the competition. All three men live in Staten Island, and once their lives intersect, nothing will ever be the same.",en,https://image.tmdb.org/t/p/w500/dQ7Fr2amTUigFLH55eTRlzVJL9y.jpg,6,James DeMonaco,"Why Not Productions, EuropaCorp, Open City Films",
Automorphosis,2007,99,"AUTOMORPHOSIS looks into the minds and hearts of a delightful collection of eccentrics, visionaries, and just plain folks who have transformed their autos into artworks.",en,N/A,0,Harrod Blank,,
Commute,2009,35,A commuter fields work calls while navigating Los Angeles traffic on his morning drive to work. A satirical look at the problem of too many cars and not enough road.,en,https://image.tmdb.org/t/p/w500/hvi94ZrPZodvjgIpbnoCTQKxGqC.jpg,0,Marc Wasserman,,
Interception,2009,"28, 18, 53",When a prototype weapon is stolen from a government facility a software engineer unknowingly becomes involved when he receives the key disk needed for detonation. With no help from authorities he is forced to team up with a suspended FBI agent to stop the group of criminals from destroying a major US city.,en,https://image.tmdb.org/t/p/w500/uxxl1ZnFWtDS2L6D1PIDwkG2Nt5.jpg,6.6,John Will Clay,,
Beware the Moon: Remembering 'An American Werewolf in London',2009,"99, 27",Host Paul Davis takes a trip through some of the iconic backdrops of John Landis' 1981 werewolf classic An American Werewolf In London. The original cast and crew tell the story of how the film was made over a quarter of a century ago featuring rare footage and never before seen photos.,en,https://image.tmdb.org/t/p/w500/aQhTIjhBXEQYwmbAFhDTtjoV5QX.jpg,7.2,Paul Davis,"Universal Studios Home Entertainment, Kesslerboy & Bueno",
Mary and Max,2009,"16, 35, 18","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",en,https://image.tmdb.org/t/p/w500/ebmsM382m9IClLUzKYY2U5biFwM.jpg,7.9,Adam Elliot,Melodrama Pictures,
Owning the Weather,2009,99,We've always wanted to control the weather. Now we may have to.,en,N/A,5,Robert Greene,,
Like Dandelion Dust,2009,18,"A compelling drama that explores the different meanings of being a parent through the gritty, realistic lives of a struggling family, and a privileged family. Their lives intersect, intertwine and collide, all for the love of a little boy. This film bravely exposes the humanity in each character reminding us that we each have the potential to be the best and worst versions of ourselves at any time.",en,https://image.tmdb.org/t/p/w500/ys9LGuwyT4g32WXfWBuaksWKGwU.jpg,6.7,Jon Gunn,"lucky crow films, Downes Brothers Entertainment",
Shutterbug,2009,"18, 9648, 10749","When shooting the dawn one morning, photographer Alex Santiago looks into the rising sun and hurts his eyes. As a result, he begins to see spots and blurs. When the spots become a face - an apparition of a woman - he embarks on a journey to discover who she is.",en,https://image.tmdb.org/t/p/w500/q2lPNR6BNMyaCK34ZoyqP1hI04B.jpg,4.5,Minos Papas,,
Bounty,2009,37,"Nate, a bounty hunter, keeps searching for money to pay back a debt. He discovers there's an outlaw and her reward is enough to avoid his hanging. Nate must break the outlaw out of jail in order to save his life.",en,https://image.tmdb.org/t/p/w500/wjunkrd0JuvPJh4mzsfeUur3N2y.jpg,3.3,Jared Isham,,
Jackrabbit Sky,2009,35,"Max Boden, an ingenuitive desert naturalist, is trying to stop the construction of a copper mine on the outskirts of 1939 Tucson, Arizona. Through a series of arduously comical trials, Max learns to use a small motion picture camera to capture images of the unique local flora and fauna that would be destroyed by the mine.",en,https://image.tmdb.org/t/p/w500/iXINWreZffPvOmASRYzviWdl3GA.jpg,2,Andrew Bergmann,Purple Crayon,
Mango Tango,2009,"53, 35","In this dark, romantic comedy, a shy but stunning New York City tango teacher dreams about finding her soul mate. Instead, her boyfriends are increasingly neurotic and unstable. But when she meet a psychotherapist in Central Park, everything changes.",en,https://image.tmdb.org/t/p/w500/lHBousLo3lUChC5fbsnf698Wq0Y.jpg,6,Marianne Hettinger,"305 Media Group, Nani Film",
Metropia,2009,"16, 18, 878, 53","In the near future, oil reserves are nearly depleted and Europe is connected by series of underground tunnels. While navigating these tunnels, Roger hears voices, one in particular. Seeking a way to rid himself of the voice only leads Roger deeper into a bizarre conspiracy of control - mind and body.",en,https://image.tmdb.org/t/p/w500/oo9IJvDKUrhYS7zDimuoSJUPG79.jpg,6.1,Tarik Saleh,"Atmo Media Network, Zentropa Entertainments",
Night Crawlers,2009,"35, 27",Blood is thicker than water in this tiny Texas town. After two centuries of Vampire blood lust one man becomes a hero...without a clue.,en,https://image.tmdb.org/t/p/w500/ej2c45CJEmjTBWizVfXNKW8Kvtz.jpg,3,Benjamin Wilbanks,DeadMenR67 Productions,
The Smell of Success,2011,35,"When a tragic accident ends the life of Mr. Rose, the genius behind Rose's Manure Company, the livelihood of its loyal fleet of salesmen threatens to go, as they say, into the toilet. Enter estranged daughter Rosemary, a high-class- cosmetics salesgirl, who steps in to take control. She is not sure she has a nose for the family business, but she is determined to make foul into profit. Little does she know that a ruthless, slick-talking fertilizer rep is plotting a takeover. Whether she likes it or not, she must trust her top salesman, Patrick Fitzpatrick, to devise a plan to regain Rose's rightful position on top of the heap.",en,https://image.tmdb.org/t/p/w500/otKIDYheG2AScxZ57HJ8RZFfb7a.jpg,5.5,Michael Polish,Initiate Productions,
Cadavres,2009,35,"Raymond is a jealous, misanthropic, couch potato. Angèle is a sexy TV star, childish and disillusioned. One Halloween, their mother, Solange, suddenly dies. Raymond calls his sister for the first time in 10 years. She agrees to meet him and begins to investigate their mother's death, all in keeping with her TV role of police commissioner. But nothing is simple with the Marchildons. Between a dithering Raymond, the ghost of Solange who continues to haunt her children, and Angèle who's going crazy interviewing suspects, one more bizarre than the next, and the bodies that are filling up the basement, it's hard to keep their love straight. But then, love was always a little twisted in the Marchildon household.",fr,https://image.tmdb.org/t/p/w500/1mFUOac50uwoIABeEeSy6EtC3cC.jpg,5.024,Erik Canuel,"6603301 Canada, Zoofilms",
Surrogates,2009,"878, 28, 53","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",en,https://image.tmdb.org/t/p/w500/v3Z0Hbl0oe57njrrIPh0fJPFoo.jpg,6.127,Jonathan Mostow,"Wintergreen Productions, Touchstone Pictures, Mandeville Films, Top Shelf Productions",
Sherlock Holmes,2009,"28, 12, 80, 9648",Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,en,https://image.tmdb.org/t/p/w500/momkKuWburNTqKBF6ez7rvhYVhE.jpg,7.214,Guy Ritchie,"Warner Bros. Pictures, Village Roadshow Pictures, Silver Pictures, Wigram Productions",
Jean Charles,2009,18,"The tragic true story of Jean Charles de Menezes, the innocent Brazilian shot dead by British police in 2005 at the height of the London terrorist alerts.",pt,https://image.tmdb.org/t/p/w500/wnsEdHNryFWohMgDFfI3bp8cdPK.jpg,6.3,Henrique Goldman,"Já Filmes, Mango Films",
Black,2009,28,"A Senegalese bank-robber born and raised in France is getting over a disastrous heist. As he considers going straight, his cousin calls him from Dakar with an easy opportunity.",fr,https://image.tmdb.org/t/p/w500/zCNJAz4riAkgiEY8dIiECd5DXLw.jpg,4.5,Pierre Laffargue,Chic Films,
Das Zimmer im Spiegel,2009,18,A woman in the situation of isolation,de,https://image.tmdb.org/t/p/w500/3hP8DZEaHPQ5lLqosLg3u9dKFEs.jpg,2,Rudi Gaul,,
Ingenious,2009,"35, 18, 10749","A rags-to-riches story of two friends, a small-time inventor and a sharky salesman, who hit rock bottom before coming up with a gizmo that becomes a worldwide phenomenon.",en,https://image.tmdb.org/t/p/w500/arRoYOiE15BAvt4xBvs08onceaP.jpg,5.6,Jeff Balsmeyer,Pacific Productions,
High Society: A Pot Boiler,2009,,"Crafted in the rich stoner tradition, ""High Society: A Pot Boiler"" is a dialogue and character-driven, rapid-fire, unrelenting comedy about three contentious roommates, two hot chicks and an unwelcome guest.",en,N/A,4,Kristian Davies,,
Dead Air,2009,"27, 878, 53","Logan Burnhardt is the ego-king of the airwaves, but his unflappable persona is put to the test when a terrorist bio-attack unleashes a plague of flesh-ripping maniacs on Los Angeles.",en,https://image.tmdb.org/t/p/w500/ayDKmDhDTpGeLhsTWWYYkyLEwvB.jpg,5.1,Corbin Bernsen,"Antibody Films, Team Cherokee Productions, Public Media Works, Expedition Films, MultiVisionnaire Media, Anthem Pictures, Gryphon Entertainment, New KSM, Signature Entertainment",
